,name,rating,reviews,type,hq,old,employees
8289,Merit Group,3.9,(63 Reviews),Private,London + 2 more,20 years old,501-1k Employees (India)
8290,Krish Compusoft ...,3.9,(63 Reviews),Private,Milpitas + 2 more,22 years old,201-500 Employees (India)
8291,Kintetsu World E...,4.1,(63 Reviews),Private,Tokyo + 16 more,26 years old,201-500 Employees (India)
8292,ROCKWOOL,3.6,(63 Reviews),Private,Hyderabad + 3 more,36 years old,51-200 Employees (India)
8293,Arteria Technolo...,2.4,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",16 years old,201-500 Employees (India)
8294,InfinityLabs,3.8,(63 Reviews),Private,"Pune,Maharashtra + 7 more",9 years old,201-500 Employees (India)
8295,Kirloskar Ebara ...,3.9,(63 Reviews),Public,Pune + 4 more,35 years old,201-500 Employees (India)
8296,Smile Foundation,3.9,(63 Reviews),Private,"Delhi/NCR,Delhi + 14 more",21 years old,501-1k Employees (India)
8297,Canam Consultant...,3.9,(63 Reviews),Private,Chandigarh + 14 more,27 years old,51-200 Employees (India)
8298,Tek Care,3.4,(63 Reviews),Private,Ahmedabad + 29 more,10k-50k Employees (India),
8299,Vritti Solutions,3.9,(63 Reviews),Public,"Pune,Maharashtra + 10 more",18 years old,201-500 Employees (India)
8300,Indian Agricultu...,4.3,(63 Reviews),Private,New Delhi + 6 more,118 years old,51-200 Employees (India)
8301,Tata Tinplate,3.4,(63 Reviews),Private,Kolkata + 3 more,103 years old,1k-5k Employees (Global)
8302,Divyasree Develo...,3.9,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,201-500 Employees (India)
8303,Aditya Hospital,4.2,(63 Reviews),Private,Hyderabad + 9 more,25 years old,51-200 Employees (India)
8304,Sanghi Brothers,3.8,(63 Reviews),Private,Indore + 3 more,73 years old,501-1k Employees (India)
8305,Gera Development...,4.1,(63 Reviews),Private,"Pune,Maharashtra + 1 more",53 years old,201-500 Employees (India)
8306,Highly Electrica...,3.5,(63 Reviews),Private,"Ahmedabad,Gujarat + 1 more",10 years old,51-200 Employees (India)
8307,Starmark Softwar...,4.2,(63 Reviews),Private,Bengaluru + 1 more,23 years old,51-200 Employees (India)
8308,Ducat,4.0,(63 Reviews),Private,"Noida,Uttar Pradesh + 2 more",24 years old,51-200 Employees (India)
8309,Indostar Home Fi...,4.5,(63 Reviews),Public,Mumbai + 36 more,7 years old,51-200 Employees (India)
8310,Accu Pack Engine...,3.5,(63 Reviews),Private,Navi Mumbai + 3 more,15 years old,11-50 Employees (India)
8311,Detox Group,4.1,(63 Reviews),Private,Surat + 6 more,51-200 Employees (India),
8312,Valueonshore Adv...,4.2,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",14 years old,201-500 Employees (India)
8313,Spl Infrastructu...,4.2,(63 Reviews),Private,Chennai + 4 more,46 years old,501-1k Employees (India)
8314,Shakambhari Ispa...,3.9,(63 Reviews),Private,Kolkata + 7 more,22 years old,1k-5k Employees (India)
8315,FMI Automotive C...,4.1,(63 Reviews),51-200 Employees (India),,,
8316,Aarav Software S...,3.2,(63 Reviews),Private,Malad + 3 more,51-200 Employees (India),
8317,Zeon Lifescience...,4.1,(63 Reviews),Private,"Noida,Uttar Pradesh + 2 more",36 years old,201-500 Employees (India)
8318,VISPL,4.1,(63 Reviews),"Noida,Uttar Pradesh + 3 more",15 years old,10k-50k Employees (India),
8319,Legato Health T...,4.2,(63 Reviews),Hyderabad/Secunderabad + 3 more,10k-50k Employees (India),,
8320,Aditya Birla Ins...,4.2,(63 Reviews),Public,Veraval + 16 more,20 years old,201-500 Employees (India)
8321,M Square Media,4.3,(63 Reviews),Ahmedabad + 9 more,,,
8322,FINNEW SOLUTIONS,4.5,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 21 more",8 years old,201-500 Employees (India)
8323,H & R Johnson (I...,3.8,(63 Reviews),Public,Mumbai + 31 more,65 years old,5k-10k Employees (Global)
8324,Ekeeda,4.7,(63 Reviews),Private,"Mumbai,Maharashtra + 3 more",7 years old,51-200 Employees (India)
8325,Allzone Manageme...,4.3,(63 Reviews),Private,"Los Angeles,California + 1 more",18 years old,51-200 Employees (India)
8326,Sigachi Industri...,4.1,(63 Reviews),Hyderabad + 3 more,34 years old,51-200 Employees (India),
8327,Vhb Medi Science...,3.7,(63 Reviews),Private,Mumbai + 2 more,77 years old,1k-5k Employees (India)
8328,Lanco Amarkantak...,4.3,(63 Reviews),Gurgaon + 3 more,22 years old,1-10 Employees (India),
8329,Transmission Cor...,4.3,(63 Reviews),Public,Vijayawada + 9 more,24 years old,1k-5k Employees (India)
8330,Texas Review,4.0,(63 Reviews),Private,Hyderabad + 6 more,9 years old,501-1k Employees (India)
8331,Tvs Brakes India...,4.3,(63 Reviews),Ranipet + 10 more,10k-50k Employees (India),,
8332,Sun Mobility,4.0,(63 Reviews),JV,"Bangalore,Karnataka + 2 more",6 years old,11-50 Employees (India)
8333,Fresa Technologi...,4.8,(63 Reviews),Private,USA + 3 more,11 years old,51-200 Employees (India)
8334,BetterPlace Sele...,3.9,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",9 years old,201-500 Employees (Global)
8335,DELLA LEADERS CL...,3.8,(63 Reviews),Private,"Mumbai,Maharashtra + 1 more",51-200 Employees (India),
8336,Alco Foods,4.0,(63 Reviews),Raipur + 7 more,10k-50k Employees (India),,
8337,DM Consultants,1.3,(63 Reviews),Abu Dhabi + 13 more,,,
8338,Medsource Ozone ...,3.5,(63 Reviews),Private,"Faridabad,Haryana + 14 more",20 years old,201-500 Employees (India)
8339,Winsome Textile ...,4.2,(63 Reviews),Public,"Chandigarh,Chandigarh + 5 more",33 years old,501-1k Employees (India)
8340,Medsource Ozone ...,3.5,(63 Reviews),Private,"Faridabad,Haryana + 14 more",20 years old,201-500 Employees (India)
8341,Finolex,4.0,(656 Reviews),"Pune,Maharashtra + 16 more",65 years old,1k-5k Employees (India),
8342,Apeejay Surrendr...,4.0,(494 Reviews),Private,Kolkata + 11 more,113 years old,10k-50k Employees (India)
8343,Rockwell Industr...,4.0,(434 Reviews),Hyderabad + 5 more,37 years old,201-500 Employees (India),
8344,Chiripal Group,3.6,(200 Reviews),Private,Ahmedabad + 5 more,51 years old,10k-50k Employees (India)
8345,Silver Spark App...,4.0,(62 Reviews),Private,Mumbai + 4 more,11-50 Employees (Global),
8346,VOLTECH O AND M ...,4.1,(62 Reviews),Chennai + 11 more,14 years old,11-50 Employees (India),
8347,Marwadi Universi...,3.4,(62 Reviews),Private,Rajkot + 3 more,7 years old,201-500 Employees (India)
8348,Faces Cosmetics,4.4,(62 Reviews),"Gurgaon,Haryana + 14 more",49 years old,51-200 Employees (India),
8349,Apcotex Industri...,3.8,(62 Reviews),Public,"Mumbai,Maharashtra + 7 more",43 years old,201-500 Employees (India)
8350,Model Infra Corp...,3.4,(62 Reviews),Private,Bengaluru + 4 more,23 years old,1k-5k Employees (India)
8351,Juma Al Majid Gr...,4.3,(62 Reviews),Private,Dubai + 5 more,73 years old,5k-10k Employees (Global)
8352,Comed Chemicals,3.7,(62 Reviews),Vadodara + 10 more,37 years old,51-200 Employees (India),
8353,Crest Data Syste...,3.8,(62 Reviews),Private,"San Jose,California",10 years old,501-1k Employees (India)
8354,S.H. Kelkar & Co...,4.1,(62 Reviews),Private,"Mumbai,Maharashtra + 7 more",15 years old,1k-5k Employees (India)
8355,Wyzmindz Solutio...,3.0,(62 Reviews),Private,Bengaluru + 2 more,13 years old,51-200 Employees (Global)
8356,Ruban Memorial H...,4.3,(62 Reviews),Private,Patna,23 years old,501-1k Employees (India)
8357,Anmol Feeds,3.9,(62 Reviews),Private,Kolkata + 8 more,23 years old,51-200 Employees (India)
8358,Al Gihaz Holding,4.4,(62 Reviews),Private,Riyadh + 5 more,48 years old,1k-5k Employees (Global)
8359,Superon Schweiss...,3.7,(62 Reviews),Public,Gurgaon + 3 more,29 years old,51-200 Employees (India)
8360,SJS Enterprises,3.9,(62 Reviews),Bengaluru + 4 more,36 years old,201-500 Employees (India),
8361,Simon India,3.5,(62 Reviews),Private,"Delhi/NCR,Delhi + 11 more",20 years old,51-200 Employees (India)
8362,Nccl,3.8,(62 Reviews),Mumbai + 13 more,5 years old,51-200 Employees (Global),
8363,Spectro Analytic...,3.6,(62 Reviews),Private,New Delhi + 4 more,28 years old,201-500 Employees (India)
8364,ANSR Source,3.7,(62 Reviews),Private,"Dallas,Texas",20 years old,201-500 Employees (India)
8365,ACS,3.4,(62 Reviews),Private,"Duluth,Georgia + 17 more",25 years old,50k-1 Lakh Employees (India)
8366,SRIT,4.0,(62 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",24 years old,501-1k Employees (India)
8367,OSRAM,4.8,(62 Reviews),Private,"Munich,Bavaria + 10 more",117 years old,51-200 Employees (India)
8368,Biotech Vision C...,3.6,(62 Reviews),Private,"Bodakdev,Gujarat + 10 more",24 years old,201-500 Employees (India)
8369,RMZ Corp,3.6,(62 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",21 years old,201-500 Employees (India)
8370,Interactive Aven...,4.1,(62 Reviews),Private,Mumbai + 4 more,17 years old,501-1k Employees (India)
8371,OSRAM,4.8,(62 Reviews),Private,"Munich,Bavaria + 10 more",117 years old,51-200 Employees (India)
8372,Samarth Lifestyl...,3.9,(62 Reviews),Private,Jaipur + 11 more,28 years old,51-200 Employees (India)
8373,BugRaptors,4.9,(62 Reviews),Private,"Emeryville,California + 1 more",7 years old,51-200 Employees (India)
8374,Aditi Consulting,3.9,(62 Reviews),Private,Bellevue + 2 more,12 years old,501-1k Employees (India)
8375,Govt of Karnatak...,4.1,(62 Reviews),Public,Bengaluru + 16 more,67 years old,1 Lakh+ Employees (Global)
8376,Zenoti,3.6,(62 Reviews),Private,"Bellevue,Washington",13 years old,501-1k Employees (India)
8377,Connectwell Indu...,3.8,(62 Reviews),Private,Dombivli + 9 more,45 years old,501-1k Employees (India)
8378,Alacrity Ecommer...,3.4,(62 Reviews),Private,"Nagpur,Maharashtra",13 years old,201-500 Employees (India)
8379,Government of Gu...,3.9,(62 Reviews),Public,Gandhinagar + 17 more,63 years old,11-50 Employees (India)
8380,Snap-on Business...,4.0,(62 Reviews),Private,"Richfield,Ohio + 3 more",27 years old,201-500 Employees (India)
8381,SRIT,4.0,(62 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",24 years old,501-1k Employees (India)
8382,Tarachandra Engi...,3.7,(62 Reviews),Vadodara + 6 more,25 years old,51-200 Employees (India),
8383,ERA's Lucknow Me...,3.9,(62 Reviews),Private,Lucknow,22 years old,201-500 Employees (India)
8384,TUV Rheinland Gr...,4.1,(62 Reviews),Cologne + 18 more,151 years old,10k-50k Employees (Global),
8385,S.H. Kelkar & Co...,4.1,(62 Reviews),Private,"Mumbai,Maharashtra + 7 more",15 years old,1k-5k Employees (India)
8386,L T Metro Rail,4.2,(62 Reviews),Hyderabad + 2 more,13 years old,501-1k Employees (India),
8387,Nipro Medical,4.0,(62 Reviews),Private,"Osaka,Osaka-fu + 20 more",69 years old,501-1k Employees (India)
8388,Surat Goods Tran...,4.1,(62 Reviews),Private,Mumbai + 21 more,60 years old,1k-5k Employees (India)
8389,City Hospital,3.9,(62 Reviews),Private,Bengaluru + 16 more,501-1k Employees (Global),
8390,Sietz Technologi...,4.0,(62 Reviews),Private,Faridabad + 3 more,26 years old,201-500 Employees (India)
8391,Mahatma Gandhi M...,4.1,(62 Reviews),Jaipur + 9 more,23 years old,501-1k Employees (India),
8392,Jawad Business G...,3.9,(62 Reviews),Manama + 10 more,63 years old,5k-10k Employees (India),
8393,Gulf Contracting...,4.3,(62 Reviews),Doha + 6 more,47 years old,5k-10k Employees (Global),
8394,Tarento Technolo...,4.4,(62 Reviews),Private,Stockholm + 1 more,14 years old,201-500 Employees (India)
8395,Agriculture Insu...,4.2,(62 Reviews),Government,"Delhi,NCT + 27 more",21 years old,201-500 Employees (India)
8396,Assam down town ...,2.7,(62 Reviews),Private,"Guwahati,Assam",13 years old,201-500 Employees (India)
8397,Freudenberg Gala...,4.5,(62 Reviews),Private,Mumbai + 10 more,14 years old,51-200 Employees (India)
8398,Wyzmindz Solutio...,3.0,(62 Reviews),Private,Bengaluru + 2 more,13 years old,51-200 Employees (Global)
8399,Monomark Enginee...,3.8,(62 Reviews),Chittorgarh + 9 more,38 years old,1k-5k Employees (India),
8400,Burman Hospitali...,4.0,(62 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",9 years old,201-500 Employees (India)
8401,Silver Spark App...,4.0,(62 Reviews),Private,Mumbai + 4 more,11-50 Employees (Global),
8402,Premium Chick Fe...,4.0,(62 Reviews),Pune + 25 more,32 years old,501-1k Employees (India),
8403,Grecian Super Sp...,2.4,(62 Reviews),Private,Mohali + 1 more,17 years old,11-50 Employees (India)
8404,Al Gihaz Holding,4.4,(62 Reviews),Private,Riyadh + 5 more,48 years old,1k-5k Employees (Global)
8405,Anmol Feeds,3.9,(62 Reviews),Private,Kolkata + 8 more,23 years old,51-200 Employees (India)
8406,Nccl,3.8,(62 Reviews),Mumbai + 13 more,5 years old,51-200 Employees (Global),
8407,JSL Stainless,4.3,(62 Reviews),Public,New Delhi + 6 more,53 years old,1k-5k Employees (Global)
8408,S K Samanta & Co,3.5,(62 Reviews),Kolkata + 5 more,41 years old,51-200 Employees (India),
8409,VOLTECH O AND M ...,4.1,(62 Reviews),Chennai + 11 more,14 years old,11-50 Employees (India),
8410,Spectro Analytic...,3.6,(62 Reviews),Private,New Delhi + 4 more,28 years old,201-500 Employees (India)
8411,Simon India,3.5,(62 Reviews),Private,"Delhi/NCR,Delhi + 11 more",20 years old,51-200 Employees (India)
8412,Marwadi Universi...,3.4,(62 Reviews),Private,Rajkot + 3 more,7 years old,201-500 Employees (India)
8413,Juma Al Majid Gr...,4.3,(62 Reviews),Private,Dubai + 5 more,73 years old,5k-10k Employees (Global)
8414,Shrachi Group,3.4,(62 Reviews),Private,Kolkata + 8 more,57 years old,51-200 Employees (India)
8415,Mahindra Aerospa...,3.7,(62 Reviews),Private,"Bangalore,Karnataka + 6 more",13 years old,201-500 Employees (India)
8416,Faces Cosmetics,4.4,(62 Reviews),"Gurgaon,Haryana + 14 more",49 years old,51-200 Employees (India),
8417,Apcotex Industri...,3.8,(62 Reviews),Public,"Mumbai,Maharashtra + 7 more",43 years old,201-500 Employees (India)
8418,TONI&GUY,4.3,(62 Reviews),Private,London + 17 more,60 years old,1-10 Employees (India)
8419,Dcmodel Sr. Sec....,4.8,(62 Reviews),"Panchkula,Haryana + 4 more",43 years old,51-200 Employees (India),
8420,Minda Silca Engi...,3.9,(62 Reviews),Greater Noida + 1 more,17 years old,501-1k Employees (India),
8421,Comed Chemicals,3.7,(62 Reviews),Vadodara + 10 more,37 years old,51-200 Employees (India),
8422,Seco Komos Autom...,4.0,(62 Reviews),Private,Hwaseong-si + 3 more,56 years old,201-500 Employees (Global)
8423,CADS Software,4.1,(62 Reviews),Private,"Chennai,Tamil Nadu + 2 more",27 years old,201-500 Employees (India)
8424,Crest Data Syste...,3.8,(62 Reviews),Private,"San Jose,California",10 years old,501-1k Employees (India)
8425,Superon Schweiss...,3.7,(62 Reviews),Public,Gurgaon + 3 more,29 years old,51-200 Employees (India)
8426,SJS Enterprises,3.9,(62 Reviews),Bengaluru + 4 more,36 years old,201-500 Employees (India),
8427,PMJ Gems & Jewel...,3.6,(62 Reviews),Hyderabad + 9 more,59 years old,51-200 Employees (India),
8428,Gia India Labora...,4.0,(62 Reviews),Mumbai + 3 more,92 years old,51-200 Employees (India),
8429,Samarth Lifestyl...,3.9,(62 Reviews),Private,Jaipur + 11 more,28 years old,51-200 Employees (India)
8430,DigiCaptions Ind...,3.6,(62 Reviews),Private,Pune,108 years old,501-1k Employees (Global)
8431,Aditi Consulting,3.9,(62 Reviews),Private,Bellevue + 2 more,12 years old,501-1k Employees (India)
8432,Alacrity Ecommer...,3.4,(62 Reviews),Private,"Nagpur,Maharashtra",13 years old,201-500 Employees (India)
8433,Zenoti,3.6,(62 Reviews),Private,"Bellevue,Washington",13 years old,501-1k Employees (India)
8434,Jawad Business G...,3.9,(62 Reviews),Manama + 10 more,63 years old,5k-10k Employees (India),
8435,TUV Rheinland Gr...,4.1,(62 Reviews),Cologne + 18 more,151 years old,10k-50k Employees (Global),
8436,Reliance Infocom...,4.0,(62 Reviews),Private,Mumbai + 35 more,10k-50k Employees (India),
8437,Futaba Industria...,4.2,(62 Reviews),Becharaji + 3 more,51-200 Employees (India),,
8438,Servicenow Softw...,4.4,(62 Reviews),Public,"Santa Clara,California + 1 more",19 years old,1k-5k Employees (India)
8439,CADS Software,4.1,(62 Reviews),Private,"Chennai,Tamil Nadu + 2 more",27 years old,201-500 Employees (India)
8440,Shiksha Financia...,4.1,(62 Reviews),Private,"Chennai,Tamil Nadu + 15 more",9 years old,51-200 Employees (India)
8441,TONI&GUY,4.3,(62 Reviews),Private,London + 17 more,60 years old,1-10 Employees (India)
8442,EC-Mobility,3.9,(62 Reviews),LLP,"Aurangabad,Maharashtra + 1 more",6 years old,201-500 Employees (India)
8443,Kärcher Cleaning...,3.8,(62 Reviews),Private,Winnenden + 18 more,88 years old,201-500 Employees (India)
8444,Apollomedics Sup...,4.2,(62 Reviews),"Lucknow,Uttar Pradesh",12 years old,201-500 Employees (India),
8445,OSI Digital,4.2,(62 Reviews),Private,"Woodland Hills,California + 1 more",30 years old,51-200 Employees (India)
8446,Hitachi MGRM Net,3.9,(62 Reviews),New Delhi + 4 more,5 years old,1k-5k Employees (India),
8447,Teamlease Digita...,3.5,(62 Reviews),"Bangalore,Karnataka + 8 more",5k-10k Employees (India),,
8448,7Search PPC,4.7,(62 Reviews),"29079 Whitegate Highland,CA 92346 + 5 more",9 years old,201-500 Employees (India),
8449,BUDDI.AI,3.9,(62 Reviews),Private,"New York,New York + 2 more",10 years old,201-500 Employees (India)
8450,Samkwang India E...,3.7,(62 Reviews),Greater Noida + 4 more,501-1k Employees (India),,
8451,Fleetx.io,4.3,(62 Reviews),Private,"Gurgaon,Haryana + 10 more",6 years old,201-500 Employees (India)
8452,Kiran Udyog Auto...,3.5,(62 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",39 years old,201-500 Employees (India)
8453,Pixon Energy,4.4,(62 Reviews),Rajkot + 3 more,51-200 Employees (India),,
8454,Shri Venkateshwa...,4.1,(62 Reviews),Private,"Gajraula,Uttar Pradesh + 12 more",13 years old,51-200 Employees (India)
8455,Indian Register ...,3.8,(62 Reviews),Private,"Mumbai,Maharashtra + 12 more",48 years old,501-1k Employees (India)
8456,Armstrong Machin...,2.9,(62 Reviews),Private,"Pune,Maharashtra + 3 more",24 years old,51-200 Employees (India)
8457,Jekson Vision,4.0,(62 Reviews),Private,"Ahmedabad,Gujarat + 2 more",22 years old,201-500 Employees (India)
8458,U K Paints,3.7,(1.8k Reviews),New Delhi + 7 more,104 years old,501-1k Employees (Global),
8459,PETROJET,3.7,(61 Reviews),Private,Cairo + 10 more,48 years old,10k-50k Employees (Global)
8460,R K Construction,4.3,(61 Reviews),Jamshedpur + 21 more,51-200 Employees (India),,
8461,Edunext Technolo...,4.3,(61 Reviews),Private,"Ghaziabad,Uttar Pradesh + 4 more",11 years old,51-200 Employees (India)
8462,Ghaziabad Precis...,4.0,(61 Reviews),Ghaziabad + 4 more,35 years old,501-1k Employees (India),
8463,FIL Industries,4.3,(61 Reviews),Private,"Delhi/NCR,Delhi + 5 more",34 years old,51-200 Employees (India)
8464,Tenpath,3.8,(61 Reviews),Private,"Oak Brook,Illinois + 1 more",21 years old,501-1k Employees (India)
8465,Saya homes,3.4,(61 Reviews),Ghaziabad + 2 more,23 years old,201-500 Employees (India),
8466,4I Apps Solution...,4.2,(61 Reviews),Private,"Chennai,Tamil Nadu",15 years old,201-500 Employees (India)
8467,ALEC,4.2,(61 Reviews),Private,Dubai + 7 more,24 years old,10k-50k Employees (India)
8468,Enka Insaat Ve S...,4.5,(61 Reviews),Istanbul + 5 more,66 years old,201-500 Employees (India),
